platform,url,author,author_display_name,author_identity,author_category,author_followers,date,time,type,title,text,language,views,likes,comments,shares,reposts,bookmarks,reach_claimed_est,engagement_total,media_url,replied_to_url,replied_to_user,quoted_url,analyzed,row_relevant,stance,role,bloc,narrative,misinfo_suspect,misinfo_claim,summary
YouTube,https://www.youtube.com/watch?v=b3tDehnZAms,Khabargaon,Youtube,,,,2026-06-27,09:56,coverage,Operation Sindoor Truth: Were Defence Minister Rajnath Singh’s Claims False?,"Following the inclusion of 6 Operation Sindoor martyrs on the National War Memorial website, a political debate has re-ignited over Defence Minister Rajnath Sin",English,,,,,,,1100000,197,,,,,True,True,-1,questioner,critical,rajnath_lied_parliament,True,Rajnath made false no-casualty claims,Questions if Rajnath claims false after six martyrs on memorial.
YouTube,https://www.youtube.com/watch?v=SeDsKyFoMPU,Bharat 24 - Vision Of New India,Youtube,,,,2026-06-27,10:40,coverage,6 Heroes of 'Operation Sindoor' Immortalized on the 'Tyag Chakra' of the National War Memorial |#nationalwarmemorial,"In response to the Pahalgam terror attack, the government has now revealed details of 'Operation Sindoor' after 13 months, which has left every Indian astonishe",Hindi,,,,,,,0,0,,,,,True,True,-1,critic,critical,govt_hid_casualties,True,Government revealed details after 13 months,Six martyrs inscribed after claimed 13-month disclosure.
YouTube,https://www.youtube.com/watch?v=GA8ltNzBL6g,Article19 India,Youtube,,,,2026-06-27,10:51,coverage,Government suppressed the martyrdom of 6 soldiers in Operation Sindoor | Navin Kumar,"If you want to ask a question, then ask this: If you want to ask a question, then ask this: ""Has there been any damage to our brave soldiers in this operation?""",Hindi,,,,,,,0,0,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Govt suppressed martyrdom; Rajnath lied on zero casualties,YouTuber accuses government of suppressing six soldiers martyrdom and Rajnath lying.
YouTube,https://www.youtube.com/watch?v=Z9skF4vSsUE,Kumkum Binwal,Youtube,,,,2026-06-27,10:56,coverage,"बाप रे! संसद में Rajnath Singh ने बोला झूठ? रंगे हाथों पकड़े गए,सरकार ने बताए नाम","In the first official disclosure of military casualties from Operation Sindoor, the government on Friday (June 26, 2026) published the names of six armed forces",English,,,,,,,1560000,925,,,,,True,True,-2,critic,critical,memorial_first_disclosure,True,First official disclosure of Operation Sindoor casualties,Frames six names as first disclosure; questions if Rajnath lied in Parliament.
YouTube,https://www.youtube.com/watch?v=eSTDCX5beYM,Public Meter,Youtube,,,,2026-06-27,10:58,coverage,"Modi सरकार ने संसद में क्या झूठ बोला था? 1 साल बाद Exposed, क्या माफी मांगेंगे?","Modi Govt Exposed By Army’s Roll Of Honour! 🌋🎖️ | Pawan Khera Slams Rajnath Singh Over Operation Sindoor | Public Meter""A massive political storm breaks out ove",English,,,,,,,3320000,325,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Army Roll of Honour exposes govt lie on Sindoor casualties,Pawan Khera video claims Modi govt lied in Parliament on Sindoor martyrs.
YouTube,https://www.youtube.com/watch?v=QVyVzk5eYFo,Satya Hindi सत्य हिन्दी,Youtube,,,,2026-06-27,11:00,coverage,Op Sindoor: Martyred Soldiers' Names Released; Rajnath Singh Lied? | Satya Hindi Bulletin,पहलगाम (Pahalgam) आतंकी हमले के बाद सेना द्वारा चलाए गए 'ऑपरेशन सिंदूर' को लेकर एक बेहद चौंकाने वाला और बड़ा खुलासा हुआ है। इस ऑपरेशन में सर्वोच्च बलिदान देने व,English,,,,,,,3690000,222,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Rajnath Singh lied in Parliament denying casualties,Claims Rajnath Singh lied as Op Sindoor martyrs' names released.
YouTube,https://www.youtube.com/watch?v=Bf8Ur3Xuc7U,Indian National Congress,Youtube,,,,2026-06-27,11:30,coverage,6 soldiers martyred in Operation Sindoor ðŸ˜³ðŸ˜³,"If you want to ask a question, ask this: Has there been any harm to our brave soldiers in this operation? The answer to that is, no. Meanwhile, for the first ti",Hindi,,,,,,,0,0,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,No harm to soldiers claimed versus six martyrs,Contrasts no-harm statement with six martyrs named.
YouTube,https://www.youtube.com/watch?v=gqAsJjKzxo0,Ravish Kumar Official,Youtube,,,,2026-06-27,12:39,coverage,Martyrs' names made public after 13 months? Why did Rajnath say in Parliament that no one was martyred?,"Hello, I am Ravish Kumar. There can be a scandal even in hiding the sacrifices of martyrs. Isn't it surprising how many soldiers were martyred during Operation ",Hindi,,,,,,,0,0,,,,,True,True,-2,critic,critical,rajnath_lied_parliament,True,Rajnath said no one was martyred,Ravish Kumar questions delay and Rajnath no-martyrs claim.
YouTube,https://www.youtube.com/watch?v=Xymyw5LRpVA,Bolta Hindustan,Youtube,,,,2026-06-27,13:39,coverage,Did the three armed forces expose Rajnath Singh's big scandal? Hidden for 13 months,"Brother, the world speaks wrong. This government is not one of rhetoric but of lies. Another lie of theirs has been caught, spoken in the Lok Sabha. This time, ",Hindi,,,,,,,0,0,,,,,True,True,-2,misinfo_spreader,critical,govt_hid_casualties,True,Rajnath lied on zero casualties; deaths hidden 13 months,Claims Rajnath lied on zero casualties after six names appear.
YouTube,https://www.youtube.com/watch?v=p_ph4aPkXVQ,Indian National Congress,Youtube,,,,2026-06-27,13:45,coverage,Limit of shamelessness! ðŸ˜³ðŸ˜³,"Was there any harm to our brave soldiers in the operation? The answer is no. For the first time, the central government has officially made public the names of ",Hindi,,,,,,,0,0,,,,,True,True,-2,attacker,critical,govt_hid_casualties,True,First official public naming after 13-month hide,Attacks 13-month delay in naming six Op Sindoor martyrs.
YouTube,https://www.youtube.com/watch?v=45EXZj7XH6Q,Bahujan Talk,Youtube,,,,2026-06-28,00:27,coverage,Rajnath Singh told Parliament that no harm came to our soldiers during Operation Sindoor,"Rajnath Singh told Parliament that no harm came to our soldiers. Today, we know that six brave Indian soldiers lost their lives. If the government knew, why was",English,,,,,,,10400,12,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath told Parliament no harm to soldiers in Op Sindoor,Claims Rajnath denied soldier harm in Op Sindoor despite six deaths.
YouTube,https://www.youtube.com/watch?v=sHjIw9Vzlxs,Silent Roar 🇮🇳,Youtube,,,,2026-06-28,00:35,coverage,Finally Truth came out 💯rajnath singh mislead Indian parliament 6 soldier died during op sindoor,,English,,,,,,,5570,1,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,rajnath singh mislead Indian parliament 6 soldier died,Claims Rajnath misled Parliament as six soldiers died in Sindoor.
YouTube,https://www.youtube.com/watch?v=KNgYpaoGYy8,Indian Youth Congress,Youtube,,,,2026-06-28,02:30,coverage,The country will not forgive Narendra Modi,"If you want to ask a question, ask this: Were our brave soldiers harmed in this operation? The answer to that is no. For the first time, the central government ",Hindi,,,,,,,0,0,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Modi lied claiming no soldiers were harmed,Video claims Modi lied about no losses after six martyrs named.
YouTube,https://www.youtube.com/watch?v=a3m8kyaVh7Q,DeshPulse,Youtube,,,,2026-06-28,03:28,coverage,"""Operation Sindoor: Did Rajnath Singh Lie to Parliament?""","""Operation Sindoor: Did Rajnath Singh Lie to Parliament?""India launched one of its most aggressive military strikes in decades. Pakistan was caught off guard. T",English,,,,,,,22,325,,,,,True,True,-1,questioner,critical,rajnath_lied_parliament,True,Did Rajnath Singh Lie to Parliament on casualties,Questions if Rajnath lied to Parliament on Operation Sindoor casualties.
YouTube,https://www.youtube.com/watch?v=y1X0DvrfJ-A,ItsVishnu EPPL55,Youtube,,,,2026-06-28,07:46,coverage,6 Soldiers Martyred in Operation Sindoor? Shocking Claim in Parliament | Rajnath Singh News #JaiHind,A major political controversy has erupted after claims were made regarding Operation Sindoor and the martyrdom of 6 soldiers. The issue was raised in Parliament,English,,,,,,,332,20,,,,,True,True,0,neutral_reporter,neutral,neutral_news,False,,Reports Parliament controversy over six Operation Sindoor martyrs claims.
YouTube,https://www.youtube.com/watch?v=1SgkAvd6ro0,Times Now Archives,Youtube,,,,2026-06-28,08:34,coverage,Rajnath Singh Tribute at National War Memorial | Vijay Diwas 2022 Archive,"On Vijay Diwas 2022, Defence Minister Rajnath Singh paid tribute to the martyrs of the 1971 war at the National War Memorial. Vijay Diwas marks India's decisive",English,,,,,,,1860,1,,,,,True,False,0,bystander,,other,False,,Archival 2022 Vijay Diwas tribute by Rajnath at National War Memorial.
YouTube,https://www.youtube.com/watch?v=cRT7TvmHUlA,Target Way,Youtube,,,,2026-06-28,09:11,coverage,"संसद में Rajnath Singh ने बोला झूठ ? रंगे हाथों पकड़े गए, सरकार ने बताए नाम!#rajnathsingh#indianarmy","संसद में Rajnath Singh ने बोला झूठ ? रंगे हाथों पकड़े गए, सरकार ने बताए नाम!#OperationSindoor #IndianArmy #ParliamentDebate #NationalWarMemorial#IndiaNews #Defe",Hindi,,,,,,,48,29,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath lied in Parliament on Operation Sindoor casualties,YouTube accuses Rajnath of lying in Parliament on Sindoor casualties.
YouTube,https://www.youtube.com/watch?v=5yxyQwAYVBI,AS_Yogi,Youtube,,,,2026-06-28,09:19,coverage,"13 months गृह मंत्री, संसद में झूठ क्यों बोल | operation sindoor || Rajnath Singh #operationsindhur",operation sindoor || Rajnath Singh gruh mantri || Raksha mantri Rajnath Singh || operation scene Schezwan Shahida | Raksha mantri • Rajnath Singh | defence mini,English,,,,,,,223,1,,,,,True,True,-2,questioner,critical,rajnath_lied_parliament,True,Rajnath lied in Parliament about Op Sindoor casualties,Questions why Rajnath allegedly lied in Parliament on Sindoor casualties.
YouTube,https://www.youtube.com/watch?v=FP4QJuImFGM,THINKERS IAS,Youtube,,,,2026-06-28,09:22,coverage,Will Rajnath Singh Resign For Lying In Parliament About India's Martyrs In Operation Sindoor?,Will Rajnath Singh Resign For Lying In Parliament About India's Martyrs In Operation Sindoor? Why should Defence Minister Rajnath Singh Not Resign After He Caug,English,,,,,,,2540,6,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Rajnath lied in Parliament about zero Op Sindoor martyrs,Demands Rajnath resign for allegedly lying about zero Op Sindoor martyrs.
YouTube,https://www.youtube.com/watch?v=DoIdZ2F4Nnk,SHIVALIK Only PCS,Youtube,,,,2026-06-28,10:26,coverage,🚨 Operation Sindoor पर बड़ा Political Clash! Rajnath Singh के बयान पर बवाल 😱 #shorts,🚨 Operation Sindoor पर बड़ा Political Clash! Rajnath Singh के बयान पर बवाल 😱 #shorts 🚨 Operation Sindoor पर नया political controversy सामने आया है।Congress ने D,English,,,,,,,8220,8,,,,,True,True,0,neutral_reporter,neutral,neutral_news,False,,Shorts covers Congress charge versus MoD clarification on Sindoor martyrs.
YouTube,https://www.youtube.com/watch?v=X_4J3D_AHDw,Purvanchal Vibe,Youtube,,,,2026-06-28,10:30,coverage,क्या संसद में राजनाथ सिंह ने झूठ बोला....?,"शहीदों के सम्मान में शब्द कम पड़ जाते हैं, लेकिन सवाल पूछना लोकतंत्र का अधिकार है।अगर ऑपरेशन के बाद कहा गया कि कोई जवान शहीद नहीं हुआ, और बाद में शहीदों की सूची",Hindi,,,,,,,2960,6,,,,,True,True,-1,questioner,critical,rajnath_lied_parliament,True,Rajnath lied in Parliament about no deaths,Video questions if Rajnath lied in Parliament on martyrs.
YouTube,https://www.youtube.com/watch?v=BGFi4HBongk,Oneindia Hindi | वनइंडिया हिंदी,Youtube,,,,2026-06-28,10:45,coverage,Operation Sindoor पर Rajnath Singh के बयान पर बड़े सवाल | क्यों छुपाए 6 शहादतों के नाम? | LIVE,"A major contradiction has emerged around Operation Sindoor after Parliament reportedly stated that no deaths occurred during the operation. However, official re",Hindi,,,,,,,22400000,30,,,,,True,True,-2,questioner,critical,rajnath_lied_parliament,True,Rajnath claimed no deaths in Operation Sindoor,Questions Rajnath no-deaths claim versus six martyrs at memorial.
YouTube,https://www.youtube.com/watch?v=g5i05gdp6Xg,i Today News,Youtube,,,,2026-06-28,11:15,coverage,SANSAD MEIN JHOOTH?,This is the extent to which Modi govt and his ministers can lie even in the Parliament.Rajnath Singh said that there were no casualties from Indian side during ,English,,,,,,,7730,10,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath said no Indian casualties in Parliament,Accuses Rajnath and Modi govt of lying in Parliament on casualties.
YouTube,https://www.youtube.com/watch?v=KPRYId-uJGY,Harsh Heer Mishra,Youtube,,,,2026-06-28,11:36,coverage,Rajnath Singh का वो झूठ जो 1 साल बाद पकड़ा गया! #OperationSindoor #shorts #rajnathsingh #pakvsind,"ऑपरेशन सिंदूर में 6 जवान शहीद हुए — लेकिन रक्षा मंत्री ने संसद में कहा ""कोई क्षति नहीं""। अब नेशनल वॉर मेमोरियल पर नाम आए तो विवाद फट पड़ा!#OperationSindoor #Raj",Hindi,,,,,,,3,95,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath said zero casualties and hid six martyrs a year,"YouTube short claims Rajnath lied on zero casualties, hid martyrs."
YouTube,https://www.youtube.com/watch?v=QD_FMK-dFfM,Air Now,Youtube,,,,2026-06-28,12:00,coverage,Operation Sindoor पर Rajnath Singh फंसे? शहीदों के नाम छिपाने की वजह सामने! | IndianArmy,Operation Sindoor पर Rajnath Singh फंसे? शहीदों के नाम छिपाने की वजह सामने! | Indian Army#operationsindoor #rajnathsingh #indianarmy #airnow #LatestNews Join th,English,,,,,,,112000,4,,,,,True,True,-2,misinfo_spreader,critical,govt_hid_casualties,True,Rajnath hid Op Sindoor martyrs' names,Claims Rajnath trapped for hiding Operation Sindoor martyrs' names.
YouTube,https://www.youtube.com/watch?v=FW1uF93Fu2M,rwa Current-Affairs-Dostt,Youtube,,,,2026-06-28,12:42,coverage,Modi सरकार ने संसद में बोला झूठ !PM Modi | Rajnath Singh | Operation Sindoor #operationsindoor #bjp,,Hindi,,,,,,,749,1,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Modi government and Rajnath lied in Parliament on Sindoor,Video claims Modi government and Rajnath lied in Parliament on Sindoor.
YouTube,https://www.youtube.com/watch?v=9n6bBMyQdRk,Aaj Tak,Youtube,,,,2026-06-28,13:05,coverage,"OP Sindoor Martyrs Controversy: Rajnath Singh पर Saurabh Bhardwaj का हमला, बोले- संसद में झूठ बोला","OP Sindoor Martyrs Controversy: Rajnath Singh पर Saurabh Bhardwaj का हमला, बोले- संसद में झूठ बोलाभारतीय सेना के ऑपरेशन सिंदूर के दौरान शहीद हुए छह जवान अब औपचा",English,,,,,,,75300000,19,,,,,True,True,0,neutral_reporter,neutral,opposition_attack,True,Rajnath Singh lied in Parliament on Op Sindoor,Reports AAP leader accusing Rajnath of lying in Parliament
YouTube,https://www.youtube.com/watch?v=fu20FWDMrF8,Prince Yadav,Youtube,,,,2026-06-28,13:44,coverage,Rajnath Singh lie in the Parliament #explore #india #viral #latestnews,"On June 26, 2026, the Indian government formally published the names of six armed forces personnel killed during Operation Sindoor as part of the annual 2025 Ro",English,,,,,,,1090,1,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath Singh lied in Parliament,Labels Rajnath Parliament lie as six Sindoor names listed in honour.
YouTube,https://www.youtube.com/watch?v=pst01v68PcI,Pal Dampati ( পাল দম্পতি),Youtube,,,,2026-06-28,14:06,coverage,Discover What Makes National War Memorial in New Delhi So Special | #nationalwarmemorial #newdelhi,"In this video, we take a poignant journey to the heart of New Delhi to explore India's most iconic modern monument: The National War Memorial. Located directly ",English,,,,,,,928,6,,,,,True,False,0,tribute,,tribute_martyrs,False,,Video explores National War Memorial as tribute to fallen soldiers.
YouTube,https://www.youtube.com/watch?v=5qPNYDP0GrY,The Public India,Youtube,,,,2026-06-28,14:30,coverage,"Operation Sindoor: 6 Martyrs' Names Revealed, Rajnath Singh Accused of Betrayal","Were our brave soldiers harmed in this operation? The answer is no. For the first time, the central government has officially released the names of six Indian s",Hindi,,,,,,,0,0,,,,,True,True,-2,attacker,critical,govt_hid_casualties,True,Names of six martyrs revealed for the first time,YouTube accuses Rajnath of betrayal over delayed naming of martyrs.
YouTube,https://www.youtube.com/watch?v=iKiuDM_N8ig,NARESH SINGH,Youtube,,,,2026-06-28,15:09,coverage,BJP Rajnath Singh speech in sansad jhooth Exposed  please like share and subscribe my channel 🙏,,English,,,,,,,26,11,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Rajnath Singh Parliament speech is a lie,Claims Rajnath Singh Parliament speech exposed as lie.
YouTube,https://www.youtube.com/watch?v=K-Q8R2Mqrnc,Unacademy IAS: English,Youtube,,,,2026-06-28,16:15,coverage,Did Rajnath Singh Lie to the Parliament? Operation Sindoor 6 Martyrs Identified,"ndia has officially revealed the identities of the six brave soldiers who made the supreme sacrifice during Operation Sindoor, a move that has sparked both nati",English,,,,,,,334000,218,,,,,True,True,-1,questioner,critical,rajnath_lied_parliament,True,Rajnath may have lied to Parliament on casualties,Debates if Rajnath misled Parliament on six martyrs; MoD responds.
YouTube,https://www.youtube.com/watch?v=wbfwdPN8v-E,Fact Explain  YT,Youtube,,,,2026-06-28,16:35,coverage,"ऑपरेशन सिंदूर🚨: 1 साल बाद 6 जवानों की शहादत की जानकारी, अब उठ रहे हैं सवाल #operationsindoor #viral","ऑपरेशन सिंदूर: 1 साल बाद 6 जवानों की शहादत की जानकारी, अब उठ रहे हैं सवाल #operationsindoor #viral ऑपरेशन सिंदूर से जुड़ी एक महत्वपूर्ण जानकारी सामने आने के बाद",Hindi,,,,,,,163,18,,,,,True,True,-1,questioner,critical,govt_hid_casualties,True,Six martyrs revealed only after one year,Raises questions on one-year delay revealing six Op Sindoor martyrs.
YouTube,https://www.youtube.com/watch?v=sKDQkokd3HA,Project Sach,Youtube,,,,2026-06-28,16:48,coverage,Rajnath Singh ने सेना की शहादत का किया अपमान #shorts #operationsindoor #bjpvscongress,Rajnath Singh ने सेना की शहादत का किया अपमान,Hindi,,,,,,,324000,34,,,,,True,True,-2,attacker,critical,insult_martyrs_politicisation,True,Rajnath Singh insulted army martyrs' sacrifice,Claims Rajnath Singh insulted the sacrifice of army martyrs.
YouTube,https://www.youtube.com/watch?v=wDCOe1EDlhw,The 24hrs Politics,Youtube,,,,2026-06-28,17:04,coverage,Congress accuses Defense Minister of misleading Parliament over Operation Sindoor martyrs.,A major political controversy has erupted following the official inclusion of the names of fallen soldiers from 'Operation Sindoor' on the National War Memorial,English,,,,,,,44000,10,,,,,True,True,0,neutral_reporter,neutral,neutral_news,False,,Congress accuses Rajnath of misleading Parliament; MoD rejects claims.
YouTube,https://www.youtube.com/watch?v=gjQS3YTdN6E,RealTalk Manoj,Youtube,,,,2026-06-28,18:45,coverage,Operation Sindoor: Why Were the Martyrs' Names Withheld? #shorts,Operation Sindoor: Why Were the Martyrs' Names Withheld? #shorts #indianarmy #rajnathsingh #narendramodi #operationsindoor #indianarmy #indianairforce #viral #t,English,,,,,,,2370,2,,,,,True,True,-1,questioner,critical,govt_hid_casualties,True,Martyrs' names were withheld,Questions why Operation Sindoor martyrs' names were withheld
YouTube,https://www.youtube.com/watch?v=0x94IFeCyVM,The Public India National,Youtube,,,,2026-06-28,20:30,coverage,"Operation Sindoor: 6 Martyrs' Names Revealed, Rajnath Singh Accused of Betrayal","Operation Sindoor: 6 Martyrs' Names Revealed, Rajnath Singh Accused of Betrayal-------------------Names of the six brave Indian soldiers martyred during Operati",English,,,,,,,18500,6,,,,,True,True,-2,attacker,critical,rajnath_lied_parliament,True,Rajnath betrayed by hiding Op Sindoor martyrs,Accuses Rajnath of betrayal as six Op Sindoor martyrs named at memorial.
YouTube,https://www.youtube.com/watch?v=j-DexT_j0jI,Sonali EduTalks,Youtube,,,,2026-06-28,20:44,coverage,Operation Sindoor: 6 Shaheed Heroes 🇮🇳 | Rajnath Singh Statement vs Reality | Full Timeline #youtube,"🇮🇳 Operation Sindoor was one of India's major counter-terror operations. While the mission was declared successful, the sacrifice of our brave soldiers remains ",English,,,,,,,33,2,,,,,True,True,-1,critic,critical,rajnath_lied_parliament,True,Rajnath statement contradicts reality on casualties,Video contrasts Rajnath statement versus reality on six martyrs.
YouTube,https://www.youtube.com/watch?v=VXr1X8vBUiw,ContinueGroup Research,Youtube,,,,2026-06-28,21:23,coverage,Operation Sindoor: Govt Report Confirms 6 Soldiers Died | Rajnath Singh's Parliament Speech Pr Sawal,Operation Sindoor: Govt Report Confirms 6 Soldiers Died | Rajnath Singh's Parliament Statement Under Scrutiny | Anup Kumar SinghThe official government report c,English,,,,,,,1470,38,,,,,True,True,-1,critic,critical,rajnath_lied_parliament,True,Rajnath Parliament speech false on six deaths,Video scrutinises Rajnath statement after six Op Sindoor deaths confirmed.
YouTube,https://www.youtube.com/watch?v=kWMNKwVgXCw,Jack,Youtube,,,,2026-06-28,21:35,coverage,Did Rajnath Singh Lie to the Parliament? 😤😤Operation Sindoor 6 Martyrs Identified#operationsindoor,Did Rajnath Singh Lie to the Parliament? Operation Sindoor 6 Martyrs IdentifiedOPERATION SINDOOR'S GREATEST HEROES!!#operationsindoor #operationsindoornews #raj,English,,,,,,,150,6,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath Singh lied to Parliament on Op Sindoor,Video accuses Rajnath of lying in Parliament over six martyrs.
YouTube,https://www.youtube.com/watch?v=jhMVgX6sUWQ,Vidhayak Darpan,Youtube,,,,2026-06-28,22:35,coverage,"Rajnath Singh Viral Video: Operation Sindoor में 6 जवान हुए शहीद, Congress ने वीडियो दिखा मारा ताना","Vidhayak Darpan — ज़मीन से उठती सच्ची आवाज़।ये सिर्फ एक चैनल नहीं…ये उन लोगों की आवाज़ है, जिन्हें अक्सर सुना नहीं जाता।यहां आपको मिलेगी:🔴 उत्तर प्रदेश की असली ",Hindi,,,,,,,2000,5,,,,,True,True,-1,attacker,critical,opposition_attack,False,,Congress taunts Rajnath with video of six Op Sindoor martyrs.
YouTube,https://www.youtube.com/watch?v=SuHYFigGr_M,SinghVlogz,Youtube,,,,2026-06-28,22:44,coverage,OPERATION SINDOOR- Rajnath Singh Lied to whole Country #operationsindoor #rajnathsingh #indianarmy,"Operation Sindoor: Did the Government Hide Casualties? Full AnalysisIn this video, we examine the controversy surrounding Operation Sindoor and the recent claim",English,,,,,,,9000,1277,,,,,True,True,-2,misinfo_spreader,critical,rajnath_lied_parliament,True,Rajnath Singh lied; government hid Op Sindoor casualties,YouTube claims Rajnath lied and government hid Op Sindoor casualties.
