platform,url,author,author_display_name,author_identity,author_category,author_followers,date,time,type,title,text,language,views,likes,comments,shares,reposts,bookmarks,reach_claimed_est,engagement_total,media_url,replied_to_url,replied_to_user,quoted_url,analyzed,row_relevant,stance,role,bloc,narrative,misinfo_suspect,misinfo_claim,summary
Twitter/X,https://x.com/Royalsinghz3/status/2061837926087209114,Royalsinghz3,Royal Singh 🦁,,,6007,2026-06-02,21:20,post,Posted by Royal Singh 🦁,"-After Pahalgham Attack- Modi govt wont attack
-After OP Sindoor- De-escalate
-2 days after- Say no to War

Dr. Vikas calls out the hypocrisy of Leftists of India &amp; sums up their behavior https://t.co/5ZqOwOYBOz",en,521899,14960,56,521899,,,,521899,https://video.twimg.com/amplify_video/2061837672474374144/vid/avc1/1280x720/7wqGUitGjFoBkoNr.mp4?tag=27,,,,True,False,1,defender,,other,False,,Calls out leftist hypocrisy on Modi govt post-Pahalgam Op Sindoor stance.
Twitter/X,https://x.com/Astro_mave_/status/2062115634113343828,@Astro_mave_,,,,,2026-06-03,10:14,quote,,"IAF has ~550 fighters. ~515 of them r MKIs, MiG29s, Mirage2Ks, etc.
In BVR combat, all of these jets would spend the fight dancing around incoming missiles.
Yet the jet Indians love to trash is the Rafale.
The only jet that can hold its own against the J10, F16 and JF17.",,182,0,1,,0,0,,1,,https://x.com/warzonefgt/status/2074092153408487683,,,False,,,,,,,,
Twitter/X,https://x.com/warzonefgt/status/2062117576755589603,@warzonefgt,,,,,2026-06-03,10:21,original,,"Hold its own.

The randfail is lying in bhatinda after PL15 was logged deep in its backside

While Mk1A will get astra mk2 at 240 km in 2nd lot, so will su30 will get 3x bigger radar than randfail with astra mk3",,240,1,1,,0,0,,2,,https://x.com/Astro_mave_/status/2074158043366109443,,,False,,,,,,,,
Twitter/X,https://x.com/MeghUpdates/status/2062178191197008378,MeghUpdates,Megh Updates 🚨™,,,645994,2026-06-03,19:52,post,Posted by Megh Updates 🚨™,"🚨 HUGE! India has received the 4th S-400 Sudarshan air defence squadron from Russia 🔥 

The S-400 played a KEY role during Operation Sindoor. 

=&gt; The 5th and final squadron is expected to arrive in the coming months. https://t.co/mdSSeKiGBh",en,40276,4389,30,40276,,,,40276,https://api-myriadlogica-saas.techdigitem.com/twitter/c979348c76a74c9bd1fc26aa227e407507d24ee06d14d46d9b3b0e967beefa57/1.jpg,,,,True,False,1,supporter,,other,False,,Reports India receiving fourth S-400 squadron used in Sindoor.
Twitter/X,https://x.com/Starboy2079/status/2062461936839844229,Starboy2079,STAR Boy TARUN,,,187074,2026-06-04,14:40,post,Posted by STAR Boy TARUN,"You are free to call me a conspiracy theorist but answer just one question-

Why State owned media of Turkey is promoting Cockroach Party?

Commonsense says Turkey is enemy of India, it helped Pakistan during Op Sindoor and it will never support someone who is good for India https://t.co/m0Mdpp1EiH",en,140328,6194,89,140328,,,,140328,https://pbs.twimg.com/media/HJ9WMlTa4AAISRB.jpg,,,,True,False,0,bystander,,other,False,,"Questions Turkish media promoting party, notes Turkey helped Pak in Op Sindoor."
Twitter/X,https://x.com/mountain_rats/status/2063900575599911138,mountain_rats,Mountain Rats,,,164570,2026-06-08,13:56,post,Posted by Mountain Rats,"IAF received  its 4th Regiment of S400 after a delay of around  3 years .

 However Borys Gulkevych in his article  makes it "" 8 years  of waiting "" ( deal was signed in 2018), knowing very well  that Covid caused the  major delay  and a bit by  Ukraine conflict . Surely neither  even Uncle Sam nor Brother Lu can supply their THAAD or instantly of the shelf . 

Borys goes on to say that  S-400 is not particularly effective against low-altitude strike drones . Well OP Sindoor has shown that it is 1000 times better than the demonstrated effectiveness of THAAD / Patriot / HQ-9B (export designation FD-2000B) in the USA war on Iran / Sindoor  .No wonder India had outright rejected THAAD and Patriot  in spite of Obama & Biden's  cajoling / threats. 

Borys instead of commenting on inability of  GE an American Company , to supply 404 engines for Indian Tejas Mk1A fighters ( deal for 99 engines signe in 2021 ),even after 5 years of delay ,   seems to be  surprised by  Russia supply of S400 in spite of   Ukrainian conflict .  

Is GE delay because of arming Zelenskey and now  USA war on Iran ?

He is also very very unhappy that India is going in for  Five More S-400 Regiments ( 10 batteries as he thinks ) as gap filler for KUSHA Project and quite angry that  Russia prioritising  Export Revenue ""Over Its Own Frontline Needs"".",en,30210,420,3,30210,,,,30210,,,,,True,False,1,defender,,other,False,,Defends S-400 performance in Op Sindoor versus foreign critics.
Twitter/X,https://x.com/DesiEsco7/status/2063976758094024904,DesiEsco7,DesiEsco🇮🇳,,,10029,2026-06-08,18:59,post,Posted by DesiEsco🇮🇳,Gp capt Ranjeet Singh Sidhu got vir chakra for conducting deep and precision strikes in Pakistan during op sindoor. https://t.co/jT1clKg0ev,en,127525,8977,56,127525,,,,127525,https://pbs.twimg.com/media/HKS37C8bAAAIyLD.jpg,,,,True,False,1,tribute,,other,False,,Notes Vir Chakra award for pilot's precision strikes in Op Sindoor.
Twitter/X,https://x.com/MeghUpdates/status/2064657828141490191,MeghUpdates,Megh Updates 🚨™,,,645994,2026-06-10,16:06,post,Posted by Megh Updates 🚨™,"Donald Trump kept on updating plane losses after Operation Sindoor, Time to Update tally of U.S. military aircraft losses in the war with Iran (28 Feb–09 Jun 2026):

Recent losses include four MQ-9 Reaper drones, one MQ-1C, and a U.S. Army AH-64 Apache attack helicopter.

— 1 https://t.co/IYNnVY7Pn5",en,71223,3081,47,71223,,,,71223,https://api-myriadlogica-saas.techdigitem.com/twitter/f2ec7d40555099c75ca6e69a380cc228fd834a040f9bfdec68b1b30b5d4b1864/1.jpg,,,,True,False,0,bystander,,other,False,,Compares Trump plane-loss updates post-Sindoor to US Iran-war losses.
Twitter/X,https://x.com/KreatelyMedia/status/2066046673558945861,KreatelyMedia,Kreately.in,,,345527,2026-06-14,12:04,post,Posted by Kreately.in,"General Dwivedi who destroyed Pakistan during Op Sindoor 

😎 https://t.co/WANjGpxrKS",en,4606,388,2,4606,,,,4606,https://video.twimg.com/ext_tw_video/2066046630684712960/pu/vid/avc1/848x478/GRLAMKndU--0iuMh.mp4?tag=25,,,,True,False,2,supporter,,other,False,,Praises General Dwivedi for destroying Pakistan in Op Sindoor.
Twitter/X,https://x.com/sanjeev__kapoor/status/2066103327902007778,sanjeev__kapoor,Sanjeev Kapoor,,,9611,2026-06-14,15:49,post,Posted by Sanjeev Kapoor,"18 months since Op Sindoor.

Pakistan has a sensor to shooter chain, 6 spy satellites over India (5 on Chinese rockets), Army Rocket Force with 750 km cruise missiles and a CDF for decision making.

India must have plans to counter rocket force, harden satellite assets &amp; compress",en,119547,717,55,119547,,,,119547,,,,,True,False,0,bystander,,other,False,,Notes Pakistan post-Sindoor capabilities; urges Indian counters.
Twitter/X,https://x.com/MeghUpdates/status/2066466414790385790,MeghUpdates,Megh Updates 🚨™,,,645994,2026-06-15,15:52,post,Posted by Megh Updates 🚨™,"Stockholm International Peace Research Institute (SIPRI) Yearbook 2026 confirms: During India's Op Sindoor (May 2025), Indian strikes hit Pakistani air &amp; missile bases likely to have nuclear-related roles. https://t.co/jSHhzZ9I7U",en,14789,508,7,14789,,,,14789,https://pbs.twimg.com/media/HK2QPvobMAASC9T.jpg,,,,True,False,0,neutral_reporter,,neutral_news,False,,SIPRI confirms Indian strikes hit Pakistani nuclear-related bases in Op Sindoor.
Twitter/X,https://x.com/Pivot2Centre/status/2066713932497109269,Pivot2Centre,Niks,,,31116,2026-06-16,08:16,post,Posted by Niks,"Stopping Op Sindoor when Pakistan was on the mat will remain the biggest error of judgement for Modi.

Nothing comes close to that. He really read the room wrong that day!",en,169472,2031,197,169472,,,,169472,,,,,True,False,-2,critic,,other,False,,Calls stopping Op Sindoor Modi's biggest judgement error.
Twitter/X,https://x.com/Royalsinghz3/status/2068172492586590515,Royalsinghz3,Royal Singh 🦁,,,6007,2026-06-20,08:52,post,Posted by Royal Singh 🦁,"Whenever Indian Twitter fights foreign propaganda, it also has to deal with its own scum leftists who can't resist hitting ""retweet"" on enemy propaganda. This happened during both Op Sindoor and the latest Indo-China Twitter war.

Indian RW Twitter fights a 2.5 front war !",en,48722,5608,65,48722,,,,48722,,,,,True,False,1,supporter,,other,False,,RW Twitter fights leftists retweeting enemy propaganda on Op Sindoor.
Twitter/X,https://x.com/mememandir/status/2068337152069701866,mememandir,mememandir,,,78698,2026-06-20,19:46,post,Posted by mememandir,"these unemployed fucks have made more tweets about me not making memes on china than asking govt about student suicides or ethanol scam

if you dont participate in 1 meme trend you are ccp or cia agent or sellout. forget all op sindoor memes or countering anti-india racism",en,61376,3403,83,61376,,,,61376,,,,,True,False,0,bystander,,other,False,,"Complains about meme focus versus issues, mentions Op Sindoor memes."
Twitter/X,https://x.com/MeghUpdates/status/2069075606151782767,MeghUpdates,Megh Updates 🚨™,,,645994,2026-06-22,20:40,post,Posted by Megh Updates 🚨™,India Fired Ninteen BrahMos on Pakistan during Operation Sindoor 🔥 https://t.co/XqqTVJKl71,en,139652,6337,60,139652,,,,139652,https://video.twimg.com/amplify_video/2069074858286440448/vid/avc1/1280x720/QNHp0JuYtnlgdJZb.mp4?tag=28,,,,True,False,1,neutral_reporter,,other,False,,Reports India fired nineteen BrahMos in Operation Sindoor.
Twitter/X,https://x.com/NewsAlgebraIND/status/2069119824761086068,NewsAlgebraIND,News Algebra,,,807888,2026-06-22,23:36,post,Posted by News Algebra,BIG NEWS - Ninteen BrahMos were fired on Pakistan during Operation Sindoor. https://t.co/TnBpe6lq9P,en,53160,1789,15,53160,,,,53160,https://video.twimg.com/amplify_video/2069074858286440448/vid/avc1/1280x720/QNHp0JuYtnlgdJZb.mp4?tag=28,,,,True,False,0,neutral_reporter,,neutral_news,False,,Reports nineteen BrahMos missiles fired in Operation Sindoor.
Twitter/X,https://x.com/gnr466/status/2069259973767663933,@gnr466,,,,,2026-06-23,03:23,original,,Good morning everyone and especially....vikas dekh lo..,,92,4,3,,2,0,,9,,https://x.com/ElectoralBond24/status/2069443416187191552,,,False,,,,,,,,
Twitter/X,https://x.com/FrontalForce/status/2069224044466168214,FrontalForce,Frontalforce 🇮🇳,,,236224,2026-06-23,06:30,post,Posted by Frontalforce 🇮🇳,"Countries lining up to buy BrahMos 

After Vietnam, Indonesia, Greece &amp; UAE, Thailand &amp; Chile also express interest in buying BrahMos missile from India 

Op Sindoor success making waves across globe 🔥",en,16118,1993,10,16118,,,,16118,,,,,True,False,2,supporter,,other,False,,Nations seek BrahMos after Op Sindoor success.
Twitter/X,https://x.com/DesiEsco7/status/2069248901513883695,DesiEsco7,DesiEsco🇮🇳,,,10029,2026-06-23,08:09,post,Posted by DesiEsco🇮🇳,36 Rafale aircrafts so it means no rafale was lost during op sindoor.,en,38358,889,37,38358,,,,38358,,,,,True,False,1,supporter,,other,False,,Claims 36 Rafales prove none lost during Operation Sindoor.
Twitter/X,https://www.twitter.com/th_anonymouse/status/2069323732120928659,aree_shuklajii,Twitter,,,,2026-06-23,13:06,coverage,Alleges government hid student deaths and coaching centres paid bribes after tragedy.,"Last year, some kids died in Delhi because of heavy rain in a library.Nothing has changed. Just the date, time, and place. Everything else is the same.Many stud",English,,,,,,,14949,38,,,,,True,False,0,bystander,,other,False,,Alleges cover-up of student deaths in coaching centre tragedy.
Twitter/X,https://x.com/RuchiraTripathi/status/2069409372619620542,@RuchiraTripathi,,,,,2026-06-23,13:16,original,,Very good evening Panditji 💐🙏 Special बदल गई लगती है 🤔,,74,5,4,,0,0,,9,,https://x.com/Nitinyug12/status/2069444275151237276,,,False,,,,,,,,
Twitter/X,https://x.com/rafeeq66/status/2069410149807047009,@rafeeq66,,,,,2026-06-23,13:20,original,,Very Good Evening Didi and all my lovely friends! 🙏🏻🙏🏻🤗🤗🙏🏻🙏🏻🌹,,77,4,2,,1,0,,7,,https://x.com/ElectoralBond24/status/2069444917156610221,,,False,,,,,,,,
Twitter/X,https://x.com/RuchiraTripathi/status/2069413813066354793,@RuchiraTripathi,,,,,2026-06-23,13:34,original,,Very good evening MR bhai 🙏🙏🤗🤗🫡🫡💐💐,,64,4,2,,0,0,,6,,https://x.com/Nitinyug12/status/2069445734676812079,,,False,,,,,,,,
Twitter/X,https://x.com/ElectoralBond24/status/2069417143918338461,@ElectoralBond24,,,,,2026-06-23,13:47,quote,,"Ye kya natak chal raha hai

Money 🤑 💰 laundering mein arrest",,86,3,1,,0,0,,4,,https://x.com/ElectoralBond24/status/2069446536489234911,,,False,,,,,,,,
Twitter/X,https://x.com/MahiDJi2Boss22/status/2069417315335364915,@MahiDJi2Boss22,,,,,2026-06-23,13:48,original,,हमारे देश में तो ऐसा नहीं होता,,77,6,1,,1,0,,8,,https://x.com/Nitinyug12/status/2069447334770143473,,,False,,,,,,,,
Twitter/X,https://x.com/ElectoralBond24/status/2069417946800365968,@ElectoralBond24,,,,,2026-06-23,13:51,original,,"Desh jaisa kuch nahi hota hai

Baas border hai

Public ko pagal bana ke rakhne ke liye",,81,5,2,,1,0,,8,,https://x.com/sameer1200000/status/2069448269609263388,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069418325260824695,@Nitinyug12,,,,,2026-06-23,13:52,original,,"देश और दशा दोनों होते हैं, जब ये दोनों बिगडते हैं तो अच्छे-अच्छों की हेकड़ी निकल जाती है ।",,82,6,1,,2,0,,9,,https://x.com/Nitinyug12/status/2069448760577695768,,,False,,,,,,,,
Twitter/X,https://x.com/ElectoralBond24/status/2069418633856737746,@ElectoralBond24,,,,,2026-06-23,13:53,original,,Gareeb ke liye hota hai dono desh aur dasha,,91,4,1,,1,0,,6,,https://x.com/Nitinyug12/status/2069418325260824695,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069440863030345791,@Nitinyug12,,,,,2026-06-23,15:22,original,,"अमीर के लिये भी है , जब देश बिगड़ा तो नेपाल के अमीर मंत्री भी जान बचाकर भागने लगे थे और कयी तो चपेट में भी आ गये । जो चपेट में आये उनकी दशा खराब थी ।☺️",,101,7,1,,3,0,,11,,https://x.com/Nitinyug12/status/2069449687959306746,,,False,,,,,,,,
Twitter/X,https://x.com/ElectoralBond24/status/2069443416187191552,@ElectoralBond24,,,,,2026-06-23,15:32,original,,"Na woh ek jagah se dusri jagah gaye

Phir ye kuch ameero ka khel hai

Aaj woh toh kal koi aur

Ye desh aur dasha se kuch nahi hota unko

West African countries mein kiski dasha aur kiska desh

Paisa hai toh sab theek

Ye national interest baas fareb hai",,80,4,2,,1,0,,7,,,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069444275151237276,@Nitinyug12,,,,,2026-06-23,15:35,original,,ये देखो इसकी भी दशा खराब हो गयी 😂,,73,5,2,,1,0,,8,https://pbs.twimg.com/media/HLgkmFxbEAEqRUg?format=jpg&name=large,https://x.com/gnr466/status/2069259973767663933,,,False,,,,,,,,
Twitter/X,https://x.com/ElectoralBond24/status/2069444917156610221,@ElectoralBond24,,,,,2026-06-23,15:38,original,,"If he continues face daily one million dollars without any gain

He and his well wishers will remain billionaire more than current age of Earth

Note - I'm not saying just read somewhere",,72,3,1,,1,0,,5,,https://x.com/RuchiraTripathi/status/2069409372619620542,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069445734676812079,@Nitinyug12,,,,,2026-06-23,15:41,original,,If he loses 152 billion daily then 🤔☺️,,60,3,1,,0,0,,4,,https://x.com/rafeeq66/status/2069410149807047009,,,False,,,,,,,,
Twitter/X,https://x.com/ElectoralBond24/status/2069446536489234911,@ElectoralBond24,,,,,2026-06-23,15:44,original,,"If earth explode then 🫣

Everything exists between if and then",,66,3,1,,0,0,,4,,https://x.com/RuchiraTripathi/status/2069413813066354793,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069447334770143473,@Nitinyug12,,,,,2026-06-23,15:47,original,,"If Earth explodes then everything is destroyed
If Musk explodes then he is only destroyed 🤔😂",,75,6,2,,1,0,,9,,https://x.com/ElectoralBond24/status/2069417143918338461,,,False,,,,,,,,
Twitter/X,https://x.com/sameer1200000/status/2069448269609263388,@sameer1200000,,,,,2026-06-23,15:51,original,,अंतरिक्ष अभियान बन्द हो जाएगा 🚩,,95,5,1,,1,0,,7,,https://x.com/MahiDJi2Boss22/status/2069417315335364915,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069448760577695768,@Nitinyug12,,,,,2026-06-23,15:53,original,,"हमारे यहां पाताल अभियान जारी है, हड़प्पा, मोहनजोदड़ो की खुदाई चालू है अभी खजुराहो पर पहुंचे हैं । 😂🚩",,89,5,3,,0,0,,8,,https://x.com/ElectoralBond24/status/2069417946800365968,,,False,,,,,,,,
Twitter/X,https://x.com/Nitinyug12/status/2069449687959306746,@Nitinyug12,,,,,2026-06-23,15:57,original,,😂😂👌👍,,81,2,1,,0,0,,3,,https://x.com/ElectoralBond24/status/2069418633856737746,,,False,,,,,,,,
Twitter/X,https://x.com/SamiBinRizwan/status/2069451711153160414,@SamiBinRizwan,,,,,2026-06-23,16:05,original,,Post unavailable hai op bhaiya ki,,85,4,2,,0,0,,6,,https://x.com/Nitinyug12/status/2069440863030345791,,,False,,,,,,,,
Twitter/X,https://x.com/opsiloriya90740/status/2069452835658637496,@opsiloriya90740,,,,,2026-06-23,16:09,original,,"काहे समी भाई ?
मुझे दिख रही है ,,",,81,4,2,,0,0,,6,,https://x.com/SamiBinRizwan/status/2069451711153160414,,,False,,,,,,,,
Twitter/X,https://x.com/RuchiraTripathi/status/2069453320474038486,@RuchiraTripathi,,,,,2026-06-23,16:11,original,,मुझे unavailable दिखती है,,71,7,3,,0,0,,10,,https://x.com/opsiloriya90740/status/2069452835658637496,,,False,,,,,,,,
Twitter/X,https://x.com/opsiloriya90740/status/2069453638066745443,@opsiloriya90740,,,,,2026-06-23,16:12,original,,पर ऐसा क्यों है ?,,81,5,2,,0,0,,7,,https://x.com/RuchiraTripathi/status/2069453320474038486,,,False,,,,,,,,
Twitter/X,https://x.com/SamiBinRizwan/status/2069454215047684183,@SamiBinRizwan,,,,,2026-06-23,16:15,original,,Screenshot dijiye aaj kal elonwa x per bahut dadagiri kar raha hai,,81,2,1,,0,0,,3,,https://x.com/opsiloriya90740/status/2069453638066745443,,,False,,,,,,,,
Twitter/X,https://x.com/opsiloriya90740/status/2069454658637332733,@opsiloriya90740,,,,,2026-06-23,16:16,original,,ये वाला समी भाई,,84,5,2,,1,0,,8,https://pbs.twimg.com/media/HLguC4GbIAAUyUr?format=jpg&name=large,https://x.com/SamiBinRizwan/status/2069454215047684183,,,False,,,,,,,,
Twitter/X,https://x.com/SamiBinRizwan/status/2069454939831800284,@SamiBinRizwan,,,,,2026-06-23,16:18,original,,Ah you have written to ai and grok active to hide your post for us,,78,5,1,,0,0,,6,,https://x.com/opsiloriya90740/status/2069454658637332733,,,False,,,,,,,,
Twitter/X,https://x.com/opsiloriya90740/status/2069455340106825778,@opsiloriya90740,,,,,2026-06-23,16:19,original,,तो ससुरा ग्रोकवा आ गाया है आपके ओर हमारे बीच मा 😜😂,,80,7,2,,0,0,,9,,https://x.com/SamiBinRizwan/status/2069454939831800284,,,False,,,,,,,,
